WKT,id,DESC,Focus Area,Basements,Hist_Flood,Vul_Recep,Opp,Crit_Infra,Catch_Area,WCC_Scheme,%TreeCover,%FloodCov,Avg_Temp,PopDense,OSDef,AirQual,Programme,Westforms,WSP Ref,WCC No.,Project,Postcode,PM,PM Full,Stage,Expected C,Planned Co,Expected T,Cost Inclu,Expected S,Programm_1,SuDS Catch,Feasibilit,Masterplan,Monthly up,Date of la,Project De,SuDS Engin,Author (IN,Checker (I,Date Repor,Date share,Comments R,Comments i,SuDS Optio,SuDS Opt_1,Report Det,SuDS taken,Reason why,Number and,Lat,Long
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Major Projects,WA2307MB7,"70114230",C.WG13237.01,Westbourne Green Open Space,W2 6PB,MD / AS,Chris Loughran/Andreas Sigalas,"5",21-01-2025,Jan-25,"£9,89,852.00",Yes,"£1,80,000.00",2024/25,"6",Good,,FMC currently gathering costs and a more detailed estimate will be provided soon. SUDS package to go to FMC today.,24-01-2025,,"No optioneering report needed. 
Design done by LDA (external contractor). SuDS Team to review and scrutinise, specify surveys, liaise with LP design team, apply standard details and help get them built. TO in discussions with the PM - fee proposal sent a",,,,,,,No optioneering report needed as SuDS  already designed by LDA. Agreed with PM tht the design is to be revsied - fees submitted,No,Stage 3 Detailed design in progress,Stage 3 Detailed design in progress,N/A,"Permeable paving in two separate locations, 2 x rain garden, 1x filter strip",51.520473000000003,-0.186690000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,"	WA2206IH3","70098983",C.WD13515.01,Westbourne Park and Great Western Road,W11 1BE,PG,Panagiota Georgiou,"3",TBC,N/A,"£2,34,983.21",N/A,N/a,2024/25,"6",Average,,N/A,,,"27/11/2023 TB - Report Sent to ES for review
13.09.2023 PM - Notes junction forms part of the Notting Hill Carnival route.
2.11.2023- PM ,Now stage 2 going into 3 - Suds report in progress
08.02.2024 - comments sent back to TB
16/02/2024 - Report ammende",TB,ES,27-11-2023,26-04-2024,,,Optioneering report produced,Yes,Potential for SuDS,No,Existing utilities,N/A,51.518666000000003,-0.198942000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA1912P5P,"70066936",C.WD13277,Whiteleys Redan Place STAGE 1-2 DESIGN CHECK,W2 4YN,JG,Jude Gannon,"1",TBC,N/A,N/A,N/A,N/A,,"6",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.514578999999998,-0.188740000000000
"MULTIPOLYGON (((526462.6978 179219.498199999,526399.4004 179627.701400001,527919.61853324 179802.257916607,527914.8749 179746.3059,527755.903 179688.604,527605.268890987 179490.602095063,527439.3248 179348.671499999,527415.945 179401.385299999,527289.3947 179298.450200001,527268.702 179322.198999999,527259.2259 179362.4025,527248.403 179374.704,527020.402 179334.595000001,526953.501 179308.603,526878.496 179287.999,526462.6978 179219.498199999)))","7",KNIGHTSBRIDGE,"0","113","1","5","19","2","482476","2",2.5,0.4,31.318910,0.0045700000,0.261505,6.807786,Developer Funded,WA2209SYD,"70102383",C.WD13187,15 Lancelot Place,SW7 1DR,DC,Dan Carolan,Closed,Construction Finished,N/A,TBC,N/A,N/A,,"7",Poor,,Scheme is complete,24-01-2025,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.500393000000003,-0.163474000000000
"MULTIPOLYGON (((526462.6978 179219.498199999,526399.4004 179627.701400001,527919.61853324 179802.257916607,527914.8749 179746.3059,527755.903 179688.604,527605.268890987 179490.602095063,527439.3248 179348.671499999,527415.945 179401.385299999,527289.3947 179298.450200001,527268.702 179322.198999999,527259.2259 179362.4025,527248.403 179374.704,527020.402 179334.595000001,526953.501 179308.603,526878.496 179287.999,526462.6978 179219.498199999)))","7",KNIGHTSBRIDGE,"0","113","1","5","19","2","482476","2",2.5,0.4,31.318910,0.0045700000,0.261505,6.807786,Sustainable Transport Programme,WA2106MYU,"70086184",C.WD13322,Prince's Gardens - Prince's Gardens Prep School & Imperial College EYEC,SW7 1NA,AP,Anoushka Popat,"2",tbc,Same as main scheme,"£1,91,496.87",N/A,n/a,2023/24,"7",Average,,SuDS to be taken forward - awaiting funds. PM to discuss with WCC.,23-01-2025,,"Opportunity for SUDS investigated by TL - 
being reviewed - chased PM for review. PM to provide comments by CoP 08/12/23 - 05/01/2024 PM chased multiple times and Anam emailed as well still nothing back 01/02/24 - Emailed Anam to say SuDS no longer being",TL,AL,18-09-2023,09-10-2023,,,Optioneering report produced,Yes,Potential for SuDS,Fee proposal for Stage 2 Initial Design submitted,N/A,Costs for SuDS design (Stage 2) submitted - permeable paving - feasibility is subject to further investigations,51.500258000000002,-0.172657000000000
"MULTIPOLYGON (((526462.6978 179219.498199999,526399.4004 179627.701400001,527919.61853324 179802.257916607,527914.8749 179746.3059,527755.903 179688.604,527605.268890987 179490.602095063,527439.3248 179348.671499999,527415.945 179401.385299999,527289.3947 179298.450200001,527268.702 179322.198999999,527259.2259 179362.4025,527248.403 179374.704,527020.402 179334.595000001,526953.501 179308.603,526878.496 179287.999,526462.6978 179219.498199999)))","7",KNIGHTSBRIDGE,"0","113","1","5","19","2","482476","2",2.5,0.4,31.318910,0.0045700000,0.261505,6.807786,Major Projects,WA2205ZFE,"70097571",C.WD13507,Royal Albert Hall - Second Pedestrian Crossing,SW7 2AP,TH,Thibault Henry,"6",26-02-2024,N/A,TBC,N/A,N/A,2023/24,"7",Poor,,N/A,,,,,,,,,,No optioneering needed as scheme assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,N/A,N/A,N/A,51.501266999999999,-0.177540000000000
"MULTIPOLYGON (((526462.6978 179219.498199999,526399.4004 179627.701400001,527919.61853324 179802.257916607,527914.8749 179746.3059,527755.903 179688.604,527605.268890987 179490.602095063,527439.3248 179348.671499999,527415.945 179401.385299999,527289.3947 179298.450200001,527268.702 179322.198999999,527259.2259 179362.4025,527248.403 179374.704,527020.402 179334.595000001,526953.501 179308.603,526878.496 179287.999,526462.6978 179219.498199999)))","7",KNIGHTSBRIDGE,"0","113","1","5","19","2","482476","2",2.5,0.4,31.318910,0.0045700000,0.261505,6.807786,Major Projects,PROJECT CLOSED,"70097571",C.WD13507,Royal Albert Hall HVM and Public Realm Improvements,SW7 2AP,TH,Thibault Henry,Closed,Construction Finished,N/A,TBC,N/A,N/A,,"7",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.501266999999999,-0.177540000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Developer Funded,WA2108G8V,"70088191",C.WD13444,48-56 Ebury Bridge Road - Design Check,SW1W 8QF,MC,Megan Crawford,"1",TBC,N/A,N/A,N/A,N/A,2024/25,"8",Poor,,N/A,,,"14.11.2023 - Consulting team to undertake design check (not optioneering)
30/08/24 PM advised that SuDS are unsuitbale due to the scheme being a devloper funded scheme and limited space for SuDS",,,,,,,TBC,No,"Design check only, no influence on design",N/A,N/A,N/A,51.489424999999997,-0.150615000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Developer Funded,WA2003PP8,"70072041",C.WD12078,55-91 Knightsbridge (design check),SW1X 7RB,ZB,Zander Balls,"3",tbc,N/A,tbc,N/A,n/a,,"8",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.502147999999998,-0.157909000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Developer Funded,WA160147V,"70017904",C.WD11870,Chelsea Barracks Public Realm Improvements,SW1W 8BE,PW,Phoebe Wood,Closed,Construction Finished,N/A,TBC,N/A,n/a,,"13",Good,,n/a,,,18.04.24 PM contacted and informed us that scheme built in 2021 - No scope for SuDS,,,,,,,Scheme already built in 2021,No,Scheme already built,N/A,N/A,N/A,51.488182999999999,-0.150425000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Developer Funded,WA2107E96,"70087448",C.WH10529,Ebury Bridge Estate - Design Check,SW1W 8RT,MC,Megan Crawford,On Hold,14-05-2024,Same as main scheme,tbc,N/A,tbc,2024/25,"8",Poor,,"Scheme still on hold; Developer project so 
dependant on wish of the developer on how suds is tackled they may wish to do all in house",24-01-2025,,"20.10.2023- .  PM discussion wait for Stage 2 designs and drawing before doing report.   Currently unknown when Stage 2  will be received -PM to recontact
29.11.2023  - PM contacted about Stage 2 drawings
 03.01.2024- PM recontacted by IG about stage  2",IG,,,,,,Options for SuDS to be reviewed - waiting for stage 2 design,No,"Design check only, no influence on design",N/A,N/A,N/A,51.489407999999997,-0.150111000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Major Projects,WA21102PW,"70090031",C.WD13572,Eccleston Street PR Improvements,SW1W 9LX,TH/AP,Thibault Henry /Anoushka Popat,"12",01-10-2025,TBC,"£7,45,000.00",N/A,"£1,15,000.00",2024/25,"8",,,"SuDS S1 design ongoing, 
pending trial hole results. Trial Holes Investigation booked for this month.",24-01-2025,,"28/05/2024 SuDS Costs and proposal in progress. No optioneering report needed. SuDS features (rain gardens with trees) proposed by others - assumed landscape arch?
31/05/2024 SuDS fees + proposal sent to PM
16/10/2024 PM advised that design is progressin",IG,n/a,n/a,n/a,n/a,n/a,Optioneering report not needed,No,Stage 2 Initial Design in progress,TBC,TBC,4 No rain gardens with trees - subject to further site investigation,51.494368999999999,-0.148167000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Major Projects,WA21101BC,"70090243",C.WD13478,Elizabeth Street Public Realm Improvements,SW1W 9PJ,TH/AP,Thibault Henry,"3",TBC,N/A,"£74,603.58",N/A,,2023/24,"8",Average,,N/A,,,17/10/2023 - PM states we have latest GAs. But PM states SuDS not suitable for scheme and the concept comes from Grosvenor who are funding it. PM advises not to undertake SuDS review. PM contacted by CB,CB,,,,,,No optioneering report needed due to the proposals being a widened footway for outdoor dining and planters and SuDS not being suitable for the scheme,No,Limited or no space available for SuDS,No,N/A,N/A,51.493855000000003,-0.151434000000000
"MULTIPOLYGON (((528742.696 177815.5,528563.4999 177801.343499999,528540.099 177958.399,528130.402 178351.897,528176.0993 178402.187899999,528140.999 178567.5109,528197.104 178615.801000001,528112.3738 178751.3902,528177.8289 178825.7104,528108.2529 178893.9835,528122.297 178927.402000001,528153.603 178959.802999999,528130.599 179007.999,528092.103 179258.497,527965.203 179394.998,527914.603 179671.598999999,527914.8749 179746.3059,527919.61853324 179802.257916607,528344.837034857 179862.957536551,528351.947727903 179763.765608409,528385.945772173 179738.02551455,528597.912698961 179519.635347557,528725.092855034 179330.792085509,528843.387528822 179336.037731677,528950.872340831 179328.075574204,528856.78190813 179091.673362044,528999.09368759 179042.275884876,529084.951207428 178995.230668526,528783.921277115 178629.191887955,528720.350780714 178542.714493757,528672.717499159 178419.220800838,528688.595259678 178203.988936035,528746.813714911 178067.263776017,528752.10630175 177908.486170835,528742.696 177815.5)))","8",BELGRAVIA,"2","282","12","13","51","8","1194359","2",4.0,1.7,32.143080,0.0090890000,430.489497,4.442066,Sustainable Transport Programme,WA2206NT8,"70098986",C.WD13518,LSS - Eccleston Street - Chester Square jct,SW1W 9DU,DC,David Vazquez,"5",Construction Finished,N/A,TBC,N/A,N/A,2024/25,"8",Poor,,Implementation ended in May,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.495604999999998,-0.148420000000000
"MULTIPOLYGON (((529901.509298707 179704.30350347,530460.619490845 179663.934314054,530433.6019 179245.601,530410.4312 178957.9202,530234.36140346 178974.574878221,529748.766560945 178982.513758481,529510.600153172 179039.409067004,529255.232838171 179195.540378767,529000.971021869 179462.789671736,529149.990194641 179552.715034616,529901.509298707 179704.30350347)))","9",CITY OF WESTMINSTER,"2","65","2","15","25","3","816225","0",2.5,2.8,32.428670,0.0060520000,0.008849,4.034149,Sustainable Transport Programme,WA18106RB,"70051609",C.WD13136,Rochester Row and Greycoat Place,SW1P 1SB,MC,Megan Crawford,"5",N/A,N/A,N/A,N/A,TBC,,"9",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.496577000000002,-0.134799000000000
"MULTIPOLYGON (((530410.4312 178957.9202,530384.997 178799.398,530335.8753 178584.380899999,530176.142948227 178257.429361482,530128.897 178184.305,529996.498 178011.304099999,529780.799 177869.005000001,529732.888800427 177992.800019512,529593.958395892 178278.59970884,529351.82254799 178224.350693736,528915.184133739 178545.87534423,528783.921277115 178629.191887955,529084.951207428 178995.230668526,528999.09368759 179042.275884876,528856.78190813 179091.673362044,528950.872340831 179328.075574204,529000.971021869 179462.789671736,529255.232838171 179195.540378767,529510.600153172 179039.409067004,529748.766560945 178982.513758481,530234.36140346 178974.574878221,530410.4312 178957.9202)))","10",MILLBANK,"4","494","7","27","42","18","1243064","0",4.5,6.1,32.491290,0.0182840000,210.115063,5.803007,Developer Funded,WA19051D7,"70059440",C.WD11969,1 Palace Street,SW1E 5HY,PO,Papa Okoh,"5",On site,N/A,N/A,N/A,N/A,,"10",Poor,,N/A,N/A,,,,,,,,,No optioneering needed- design too far progressed,No,No potential for SuDS,N/A,N/A,N/A,51.498980000000003,-0.142924000000000
"MULTIPOLYGON (((530410.4312 178957.9202,530384.997 178799.398,530335.8753 178584.380899999,530176.142948227 178257.429361482,530128.897 178184.305,529996.498 178011.304099999,529780.799 177869.005000001,529732.888800427 177992.800019512,529593.958395892 178278.59970884,529351.82254799 178224.350693736,528915.184133739 178545.87534423,528783.921277115 178629.191887955,529084.951207428 178995.230668526,528999.09368759 179042.275884876,528856.78190813 179091.673362044,528950.872340831 179328.075574204,529000.971021869 179462.789671736,529255.232838171 179195.540378767,529510.600153172 179039.409067004,529748.766560945 178982.513758481,530234.36140346 178974.574878221,530410.4312 178957.9202)))","10",MILLBANK,"4","494","7","27","42","18","1243064","0",4.5,6.1,32.491290,0.0182840000,210.115063,5.803007,Developer Funded,"	WA21038TO","70082770",C.WD13408,11 Belgrave Road Design Check,SW1V 1RB,PW,Phoebe Wood,"5",06-01-2025,N/A,TBC,N/A,n/a,,"10",Poor,,,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.492370000000001,-0.141766000000000
"MULTIPOLYGON (((530410.4312 178957.9202,530384.997 178799.398,530335.8753 178584.380899999,530176.142948227 178257.429361482,530128.897 178184.305,529996.498 178011.304099999,529780.799 177869.005000001,529732.888800427 177992.800019512,529593.958395892 178278.59970884,529351.82254799 178224.350693736,528915.184133739 178545.87534423,528783.921277115 178629.191887955,529084.951207428 178995.230668526,528999.09368759 179042.275884876,528856.78190813 179091.673362044,528950.872340831 179328.075574204,529000.971021869 179462.789671736,529255.232838171 179195.540378767,529510.600153172 179039.409067004,529748.766560945 178982.513758481,530234.36140346 178974.574878221,530410.4312 178957.9202)))","10",MILLBANK,"4","494","7","27","42","18","1243064","0",4.5,6.1,32.491290,0.0182840000,210.115063,5.803007,Developer Funded,WA1911PGP,"70066608",C.WD10813,Allington Street (design check),SW1E 5EA,DDC,Denzil Da Costa,"5",On site,N/A,tbc,N/A,n/a,,"10",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.497002000000002,-0.142370000000000
"MULTIPOLYGON (((530410.4312 178957.9202,530384.997 178799.398,530335.8753 178584.380899999,530176.142948227 178257.429361482,530128.897 178184.305,529996.498 178011.304099999,529780.799 177869.005000001,529732.888800427 177992.800019512,529593.958395892 178278.59970884,529351.82254799 178224.350693736,528915.184133739 178545.87534423,528783.921277115 178629.191887955,529084.951207428 178995.230668526,528999.09368759 179042.275884876,528856.78190813 179091.673362044,528950.872340831 179328.075574204,529000.971021869 179462.789671736,529255.232838171 179195.540378767,529510.600153172 179039.409067004,529748.766560945 178982.513758481,530234.36140346 178974.574878221,530410.4312 178957.9202)))","10",MILLBANK,"4","494","7","27","42","18","1243064","0",4.5,6.1,32.491290,0.0182840000,210.115063,5.803007,NRP/FMC scheme,WA2204RBR,N/A,C.WD13454,Warwick Way,SW1V 2HF,JC,Jeremy Cox,"5",06-01-2025,N/A,tbc,n/a,n/a,2024/25,"10",Good,,Project does not include SUDS,23-01-2025,,"Approved optioneering report to be sent to Florence Kong (WCC) - point of contact 
Follow up email sent to PM on 12/03/2024
PM replied on 21/03/24 and asked for further details on permeable paving and asphalt paving. LB replied on 25/03/24 with futher de",LB,ES/GH,06-12-2023,"12/02/2024
Issued directly to WCC",,,Optioneering report produced,Yes,Potential for SuDS,No,No funds available,N/A,51.491795000000003,-0.140022000000000
"MULTIPOLYGON (((529773.997 177865.495999999,529728.096 177841.802999999,529401.897 177743.901000001,528796.762503207 177816.159933747,528742.696 177815.5,528752.10630175 177908.486170835,528746.813714911 178067.263776017,528688.595259678 178203.988936035,528672.717499159 178419.220800838,528720.350780714 178542.714493757,528783.921277115 178629.191887955,528915.184133739 178545.87534423,529351.82254799 178224.350693736,529593.958395892 178278.59970884,529732.888800427 177992.800019512,529780.799 177869.005000001,529773.997 177865.495999999)))","11",PIMLICO,"0","422","0","4","16","4","586279","0",5.7,7.2,31.779030,0.0215700000,381.233864,6.487047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA230361T,"70109582",C.WD13553,17 George Street,W1U 3QN,JCH,Jorge Cuesta,"3",16-10-2025,N/A,TBC,No,N/A,2024/25,"12",Average,,"SUDS team analysed the scheme for potential SUDS, but it was concluded that it is not a suitable scheme for SUDS implementation",24-01-2025,,"18.04.24 PM emailed and meeting set up.  Meeting with PM. PM will 
Meeting with PM confirmed there is space for SuDS. Optioneering report to be started
25.04.24 - Optioneering report started.",BT,,,,,,Under review,Report with WSP,Report with WSP,TBC,TBC,TBC,51.517578000000000,-0.153842000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA2011LUW,"70079941",C.WD13391,2 Providence Court - Design Check,W1K 6ZD,PW,Phoebe Wood,"3",14-03-2025,N/A,TBC,N/A,n/a,,"12",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.512763999999997,-0.153071000000000
